10484-01,Triumph Worship Center,2125 West 181st Street,Mounds,OK,74047,918-827-6511
10485-01,FUMC Sapulpa/BP,1401 East Taft,Sapulpa,OK,74066,918-224-3006
10485-02,FUMC Sapulpa,1401 East Taft,Sapulpa,OK,74066,918-224-3006
10487-01,"Care Food Pantry, Inc.",220  N Muskogee Ave,Tahlequah,OK,74464,918-458-5338
10487-02,Care Food Pantry Backpack,800 E. Goingsnake,Tahlequah,OK,74464,918-207-2533
10489-01,Kiamichi Opportunities,404 North 16th Street,Hugo,OK,74743,580-326-8343
10490-01,Memorial Drive Ch. of Christ,747 S. Memorial Dr.,Tulsa,OK,74112,918-838-1621
10493-01,Vinita Senior Citizen Ctr.,222 W. Sequoyah Ave.,Vinita,OK,74301,918-256-7696
10494-01,Abounding Faith Ministries Inc,410 M Street NW,Miami,OK,74358,918-542-4169
10497-01,Calvary Temple Assembly of God,4701 W. Edison,Tulsa,OK,74149,918-587-9431
10498-01,Jesus' Helping Hands,720 West Gentry,Checotah,OK,74426,918-473-7773
10500-01,American Red Cross,10151 E. 11th St.,Tulsa,OK,74128,918-831-1214
10502-01,Courtyard Church,300 East 2nd,Skiatook,OK,74040,918-812-1432
10503-01,Rivers of Water Harvest,Hwy 3 West,Antlers,OK,74523,580-298-7875
10505-01,VCC Overcomers Group,200 West 46th St N.,Tulsa,OK,74126,918-491-7895
10506-01,Hutcherson Family YMCA,1120 East Pine,Tulsa,OK,74106,918-728-3957
10507-01,Oologah United Methodist/BP,5834 East 410 Rd,Oologah,OK,74053,918-443-2457
10507-02,Oologah United Methodist Ch.,5834 E. 410 Rd,Oologah,OK,74053,918-443-2457
10509-01,Broken Arrow Church of Christ,505 East Kenosha,Broken Arrow,OK,74012,918-258-9602
10509-02,Broken Arrow Church of Christ,505 E. Kenosha,Broken Arrow,OK,74012,918-258-9602
10510-01,Sharing Hope in Hugo,400 W. Bissell Street,Hugo,OK,74743,580-326-2338
10511-01,Morton Health Services,1334 N. Lansing,Tulsa,OK,74106,918-295-6170
10513-01,Community FWB Church,2700 Choctaw Rd,Pocola,OK,74902,918-647-6637
10515-01,First Presbytterian Church/BP,204 S. Costilow St,Broken Bow,OK,74728,580-584-6111
10516-01,Glenpool Outreach Center,596 West 141st Street,Glenpool,OK,74033,918-321-2300
10517-01,Immanuel So Baptist Church,611 N. Gertrude,Wagoner,OK,74467,918-485-5115
10518-01,Destiny Family Church,1500 N. Highway 69,Wagoner,OK,74467,918-485-8105
10519-01,First UMC/Muskogee,600 E. Okmulgee,Muskogee,OK,74403,918-869-0938
10520-01,Beaver Street Baptist Church,102 West Beaver St,Jenks,OK,74037,918-299-1257
10521-01,Bethel Baptist Church/Sallisaw,124 N. Wheeler Ave,Sallisaw,Ok,74955,918-775-5812
10523-01,"Christ's Food Center, Inc.",60591 Cliff Lane (Big Cedar),Hodgen,OK,74939,918-869-2047
10523-02,Christ's Food Center/Backpack,60591 Cliff Lane,Hodgen,OK,74939,918-839-2047
10526-01,Ash Street Baptist CHurch/BP,1521 Ash Street,Muskogee,OK,74403,918-869-9996
10527-01,Holy Highway Evangelistic Ctr,1019 East 54th St N,Tulsa,OK,74126,918-629-6621
10529-01,Carsyn's Closet/BP,1096 SE 8th,Kiowa,OK,74553,918-432-5857
10530-01,The People's Pantry,4739 East 5th Street,Tulsa,OK,74112,918-834-2274
10531-01,Hope House of McAlester,1210 East Cherokee,McAlester,OK,74501,918-423-4673
10532-01,Valliant Food Bank,612 North Dalton,Valliant,OK,74764,580-933-4366
10532-02,Valliant Food Bank Backpack,612 N. Dalton,Valliant,OK,74764,580-768-9030
10533-01,A Third Place,5920 N. Owasso,Turley,OK,74126,918-794-4673
10535-01,FUMC Grove/BP,1005 Leisure Road,Grove,OK,74345,918-815-9814
10536-01,Guts Church Pantry,9120 East BA Expressway,Tulsa,OK,74145,918-622-3927
10537-01,Templo Cristiano,8718 East 41st St,Tulsa,OK,74145,918-734-0136
10539-01,Quinton United Methodist/BP,201 J Street,Quinton,OK,74561,918-452-2138
10540-01,Crossroads Baptist Church,6962 Happy Camp Road,Beggs,OK,74421,918-267-4720
10541-01,Springdale Baptist Church,1511 North Lewis,Tulsa,Ok,74110,918-585-9472
10543-01,Chandler Rd Ch of Christ/BP,3507 Chandler Rd,Muskogee,OK,74403,918-682-3348
10545-01,The Purple Door,416 S. Frankfort,Tulsa,OK,74120,918-576-6601
10546-01,Claremore Meals on Wheels,715 E. McClellan,Claremore,OK,74017,918-342-2006
10547-01,Gore United Methodist Church,4th and Wynn,Gore,OK,74435,918-489-5313
10548-01,Eagle Heights Christian Center,104 S. Hickory,Dewar,OK,74431,918-652-3444
10549-01,Conner Street Senior Citizens,485 North Main St,Fairland,OK,74343,918-676-3012
10550-01,Isaiah 58 Ministries,4340 Rd Hwy 66,Vinita,OK,74301,918-697-9103
10552-01,Church in Power,5710 East 11th Street,Tulsa,OK,74112,918-835-1525
10553-01,Lakeside Baptist Church/BP,219 Evans Avenue,Mannford,OK,74044,918-865-4576
10555-01,GLMHC Afton,138 South Main,Afton,OK,74331,918-857-0769
10556-01,Bethany Presbyterian Church/BP,2000 E. Haskell Blvd,Muskogee,OK,74403,918-682-8683
10557-01,Eastern Heights Baptist Ch/BP,2401 Haskell Blvd,Muskogee,OK,74403,918-683-5319
10558-01,Kingdom Life Community Church,130 North Main Street,Porter,OK,74454,918-483-3111
10559-01,Living Water Food Pantry,8th and Choctaw,Clayton,OK,74536,918-569-4752
10561-01,FFATC,5250 South 592 Rd,Miami,OK,74354,918-674-2252
10562-01,Catholic Charities/St Jude,109 E Washington St,McAlester,OK,74501,918-423-7707
10563-01,Eastland Assembly of God,12310 East 21st Street,Tulsa,OK,74129,918-437-2590
10564-01,CAAIR,40152 South 700 Rd,Jay,OK,74346,918-529-8609
10565-01,Victory Worship COGOP,"N 3rd and ""N"" Street",Quinton,OK,74561,918-647-5936
10566-01,New Hope Camp,501 S. Cincinnati,Tulsa,OK,74103,918-508-5932
10568-01,Northstar Storehouse,114 South Mill Street,Pryor,OK,74361,918-825-2885
10569-01,Belview Baptist Church,1040 North Yale,Tulsa,OK,74115,918-810-7134
10570-01,Dividing Bread Ministry/BP,601 N. Katy Street,Hominy,OK,74035,918-759-8211
10570-02,Dividing Bread Pantry,115 S. 11th Street,Collinsville,OK,74021,918-759-8211
10570-03,Dividing Bread Ministry/Hominy,201 West Maple Street,Hominy,OK,74035,918-352-1067
10571-01,Victory Worship Center/Colcord,6899 Hwy 412,Colcord,OK,74338,918-408-4272
10571-02,Victory Worship Center/Colcord,6899 Hwy 412,Colcord,OK,74338,918-408-4272
10572-01,In the Spirit Christian Church,1020 S. Garnett,Tulsa,OK,74128,918-836-6823
10573-01,Highland Park Christian Church,5717 East 32nd Street,Tulsa,OK,74135,918-851-5676
10576-01,God's Helping Hands,450268 Neosho Blvd,Afton,OK,74331,918-782-4944
10577-01,Northwest Baptist Church,1030 H Street NW,Miami,OK,74354,918-542-4736
10580-01,Grand Lake MHC/Grove,1115 Harber Road,Grove,OK,74344,918-857-0800
10581-01,Boys & Girls Club/Nowata,300 South Pine,Nowata,OK,74148,918-273-1007
10583-01,Islamic Society of Tulsa,4630 S. Irvington Ave,Tulsa,OK,74135,918-622-6797
10584-01,Kibois CAF/Sallisaw,2334 E. Cherokee Suite 1,Sallisaw,OK,74955,918-776-0848
10585-01,Eufaula PTA,1705 West J M Bailey Hwy,Eufaula,OK,74432,918-617-0889
10586-01,Ottawa Tribe/Adawe Center,10 North 69A,Miami,OK,74355,918-540-1536
10587-01,Common Ground Church,7810 East 49th,Tulsa,OK,74145,918-289-8864
10588-01,Vian Peace Center Pantry,604 W. Schley,Vian,OK,74962,479-739-5351
10589-01,FUMC Fairland/BP,120 West Church Avenue,Fairland,OK,74343,918-676-3628
10593-01,Passion of Jesus Food Pantry,500-A 4th Street,Bartlesville,OK,74006,918-440-5526
10594-01,Pawhuska Backpack,101 East 12th St,Pawhuska,OK,74056,580-320-9425
10595-01,First Baptist Church/Quapaw,419 Kentucky Street,Quapaw,OK,74363,918-674-2788
10597-01,McLain Mentors,4929 N. Peoria Ave,Tulsa,OK,74126,918-833-8500
10598-01,The Caring Kitchen,35001 S 620 Rd,Grove,OK,74345,918-801-6447
10598-02,The Caring Kitchen Pantry,62094 E. 313 Road,Grove,OK,74344,918-801-3747
10599-01,White Oak Baptist Church,155 North Jones,Vinita,OK,74301,918-244-0508
10600-01,Trinity Baptist Church,Broadway & Main,Stigler,OK,74462,918-966-3452
10601-01,New Life Ministries,202 South Main,Taft,OK,74463,918-686-7874
10601-02,New Life Ministries/On-Site,202 South Main,Taft,OK,74463,918-686-7873
10602-01,Cathedral of Praise,4600 South 129th W Ave,Sand Springs,OK,74063,918-245-2434
10603-01,Tulsa Chapel of Restoration,13650 East 21st Street,Tulsa,OK,74134,918-392-0522
10604-01,Grace Apostolic Temple,1010 East 56th St N,Tulsa,OK,74126,918-428-1101
10605-01,Northstar Church/BP,114 South Mill Street,Pryor,OK,74361,9180825-2885
10606-01,First Grace Church,14699 South Birch,Glenpool,OK,74033,918-322-5255
10607-01,Christ for the World,170 North 24th Street,Muskogee,OK,74401,918-684-9963
10608-01,Calvary Tabernacle Church,5118 West 63rd St. S,Tulsa,OK,74131,918-445-0684
10609-01,Sallisaw Calvary Temple,108478 South 4570 Rd,Sallisaw,OK,74955,918-774-5617
10610-01,Aldersgate UMC,3702 South 90th E. Ave,Tulsa,OK,74145,918-627-4165
10611-01,Warner Community Food Pantry,204 2nd Street,Warner,OK,74469,918-680-1466
10612-01,First United Methodist Church,209 East Ada,Wilburton,OK,74578,918-465-6670
10613-01,First United Methodist Church,13800 East 106th St. N,Owasso,OK,74055,918-272-5731
10614-01,Latter House Outreach,4663 N. Cincinnati Ave,Tulsa,OK,74126,918-425-5208
10615-01,First Christian Church Owasso,10100 N. Garnett Rd,Owasso,OK,74055,918-272-9551
10615-02,First Christian Church Owasso,10100 N. Garnett Rd,Owasso,OK,74055,918-272-9551
10616-01,Senior Citizens of Chelsea,618 Pine Street,Chelsea,OK,74016,918-789-2326
10617-01,The Harbor,"114 ""D"" NE",Miami,OK,74354,918-542-5683
10618-01,Hospitality House of Tulsa,1135 S. Victor Ave,Tulsa,OK,74104,918-794-0088
10619-01,Olive FFA,9352 S. 436th W Ave,Drumright,OK,74030,918-284-1612
10620-01,Westside FWB,1403 S. Cheyenne Rd,Sapulpa,OK,74066,918-851-2153
10621-01,New Life Assembly of God,12215 North Garnett Road,Collinsville,OK,74021,918-371-5111
10623-01,Miami Ministerial Alliance,112 D Street NE,Miami,OK,74354,918-540-2815
10031-01,D.V.I.S.,1607 N. Hartford,Tulsa,OK,74106,918-584-7500
10137-02,World Won Ministry,1125 East 36th St N,Tulsa,OK,74106,918-425-5030
10162-01,Okay Area Senior Citizens,3701 East 75th St N,Okay,OK,74446,918-682-0255
10209-01,Youth Services of Creek County,1025 E Grayson St,Sapulpa,OK,74066,918-227-2622
10433-01,Pocola Senior Citizens,700 Faye Ave,Pocola,OK,74902,918-436-7273
10457-01,Lighthouse Outreach Ctr. Bartlesville,1411 W. Hensley,Bartlesville,OK,74003,918-336-9029
10578-01,Boys & Girls Club of McAlester,P O Box 1111,McAlester,OK,74502,918-426-5145
10574-01,Living Power Church,11444 East 20th Pl,Tulsa,OK,74128,918-698-1991
